id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,ratio_data_voix,nombre_sms,appels_service_client,pannes_signalees_30j,nombre_reclamations,retard_paiement_jours,retour_client,resiliation
CLI14228,Conakry,Homme,25,459261,5,Prépayé,Non,Non,9781,Espèces,208,38,0,2933,11.92,1,1,1,3,0,Tres satisfait du reseau et du service.,Non
CLI14229,Kindia,Homme,37,451635,24,Prépayé,Non,Non,49272,Espèces,95,56,2,1549,10.12,11,0,0,0,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14230,Conakry,Homme,48,604209,13,Postpayé,Non,Oui,131075,Orange Money,185,88,1,1554,5.67,1,0,0,0,1,Quelques coupures mais globalement satisfait.,Non
CLI14231,Kankan,Homme,31,1117867,7,Postpayé,Oui,Oui,79566,Virement bancaire,119,83,45,2249,9.11,6,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Oui
CLI14232,Conakry,Homme,34,591417,26,Prépayé,Non,Oui,21748,Orange Money,271,162,1,3491,8.04,14,0,0,1,0,Service correct dans l'ensemble.,Non
CLI14233,Boké,Homme,38,499955,11,Prépayé,Oui,Oui,65941,Orange Money,169,91,3,3180,12.09,11,1,0,1,0,Prix trop élevés par rapport à la concurrence.,Oui
CLI14234,Boké,Homme,38,489609,30,Prépayé,Non,Oui,36531,Espèces,170,44,0,1515,7.08,13,4,0,4,0,"Pas d'autre choix dans ma zone, service moyen.",Oui
CLI14235,Conakry,Homme,34,554658,4,Prépayé,Non,Oui,36461,Espèces,166,0,1,5520,33.05,2,0,1,1,0,Offres interessantes et service fiable.,Non
CLI14236,Conakry,Femme,43,705871,3,Prépayé,Non,Oui,52037,Espèces,206,175,1,2871,7.52,0,2,0,2,0,Réseau parfois instable mais service client réactif.,Oui
CLI14237,Conakry,Homme,29,475562,3,Prépayé,Non,Non,25010,Orange Money,79,99,2,4102,22.79,5,1,0,2,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI14238,N'Zérékoré,Femme,27,1275604,1,Postpayé,Non,Non,91196,Carte bancaire,218,100,0,2976,9.36,2,2,0,2,0,Content de la couverture reseau dans ma zone.,Oui
CLI14239,Kindia,Homme,20,573285,14,Prépayé,Non,Oui,66944,Espèces,153,19,5,2912,16.45,4,2,1,3,0,"Service client à améliorer, réseau correct.",Non
CLI14240,Labé,Homme,45,688941,5,Prépayé,Non,Non,18820,Carte bancaire,128,51,1,100,0.56,35,11,2,13,0,"Utilisation standard, pas de souci majeur.",Non
CLI14241,Conakry,Homme,26,408424,24,Prépayé,Non,Oui,21438,Orange Money,141,65,0,2895,14.05,16,1,1,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI14242,Conakry,Femme,28,357991,4,Prépayé,Non,Non,54270,Orange Money,3,203,1,2182,10.54,28,0,0,0,0,Service correct dans l'ensemble.,Non
CLI14243,Labé,Femme,66,719516,23,Postpayé,Non,Oui,64004,Virement bancaire,99,105,1,1846,9.0,0,0,0,0,0,"Service client à améliorer, réseau correct.",Non
CLI14244,Mamou,Femme,24,523633,1,Prépayé,Non,Oui,47896,Orange Money,178,109,3,1870,6.45,11,0,0,1,0,Service correct dans l'ensemble.,Oui
CLI14245,Kindia,Homme,54,633485,5,Prépayé,Non,Oui,34262,Orange Money,269,42,1,1058,3.39,0,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14246,Conakry,Homme,37,1886357,37,Postpayé,Non,Oui,115351,Orange Money,104,86,7,3409,17.3,6,1,1,2,0,Réseau parfois instable mais service client réactif.,Non
CLI14247,Kindia,Femme,33,1032304,36,Postpayé,Non,Non,169751,Virement bancaire,139,133,3,3700,13.45,15,0,0,0,1,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14248,Kindia,Femme,20,452515,37,Prépayé,Non,Oui,51032,Espèces,251,0,0,50,0.2,6,1,0,1,0,"Service client à améliorer, réseau correct.",Non
CLI14249,Conakry,Femme,19,249155,35,Prépayé,Non,Oui,66379,Orange Money,97,74,1,2146,12.48,5,1,1,2,0,"Service client à améliorer, réseau correct.",Non
CLI14250,Conakry,Homme,31,693419,62,Prépayé,Non,Oui,25763,Orange Money,337,11,2,2274,6.5,20,1,2,4,0,"Utilisation standard, pas de souci majeur.",Non
CLI14251,N'Zérékoré,Femme,34,616515,9,Prépayé,Non,Oui,47099,Orange Money,167,124,0,466,1.6,56,2,1,3,0,Quelques coupures mais globalement satisfait.,Non
CLI14252,Conakry,Femme,32,1066377,8,Postpayé,Non,Oui,117522,Carte bancaire,162,130,0,1996,6.84,23,1,0,1,1,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14253,Conakry,Homme,32,948495,6,Postpayé,Non,Oui,157927,Orange Money,260,143,0,2205,5.47,15,1,1,2,0,Prix trop élevés par rapport à la concurrence.,Non
CLI14254,Labé,Homme,23,572206,18,Prépayé,Non,Oui,33282,Orange Money,96,79,1,374,2.12,1,0,1,1,0,Prix trop élevés par rapport à la concurrence.,Non
CLI14255,Mamou,Homme,34,450820,10,Prépayé,Non,Oui,48867,Carte bancaire,232,117,0,2912,8.34,9,1,1,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI14256,Conakry,Femme,34,490377,1,Prépayé,Non,Oui,42157,Espèces,252,158,0,3507,8.55,13,1,1,2,0,Offres interessantes et service fiable.,Non
CLI14257,Mamou,Homme,29,337212,11,Prépayé,Oui,Oui,56645,Orange Money,105,138,1,3096,12.69,8,4,1,6,0,Content de la couverture reseau dans ma zone.,Oui
CLI14258,Boké,Homme,30,893226,11,Postpayé,Oui,Oui,124499,Orange Money,121,62,0,3619,19.78,2,1,1,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI14259,Conakry,Femme,21,391980,29,Prépayé,Non,Oui,42414,Espèces,274,115,0,2569,6.6,3,3,0,3,0,Service correct dans l'ensemble.,Oui
CLI14260,Boké,Homme,30,420576,25,Prépayé,Oui,Non,64052,Virement bancaire,120,51,9,2220,12.33,32,2,1,3,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14261,Kindia,Femme,61,628875,3,Prépayé,Non,Non,50995,Espèces,235,164,0,2905,7.28,18,0,0,0,0,Tres satisfait du reseau et du service.,Oui
CLI14262,N'Zérékoré,Femme,37,539360,2,Prépayé,Non,Non,16460,Espèces,121,29,0,1727,11.51,15,0,0,1,0,Prix trop élevés par rapport à la concurrence.,Non
CLI14263,N'Zérékoré,Homme,42,470822,8,Prépayé,Non,Oui,47308,Orange Money,69,91,0,3091,19.32,1,0,0,0,0,Quelques coupures mais globalement satisfait.,Non
CLI14264,Kindia,Homme,20,932628,37,Postpayé,Non,Oui,126440,Espèces,180,108,2,4387,15.13,8,1,2,3,0,Quelques coupures mais globalement satisfait.,Non
CLI14265,Conakry,Homme,36,815342,8,Prépayé,Non,Oui,38234,Carte bancaire,278,148,2,1312,3.07,7,1,0,1,0,Tres satisfait du reseau et du service.,Non
CLI14266,Boké,Homme,37,553070,9,Prépayé,Non,Oui,55848,Orange Money,139,14,1,2626,17.05,0,0,0,1,0,Tres satisfait du reseau et du service.,Non
CLI14267,Conakry,Homme,22,836658,15,Postpayé,Oui,Non,89031,Orange Money,90,110,8,4826,23.2,15,2,0,4,1,Prix trop élevés par rapport à la concurrence.,Non
CLI14268,Kankan,Femme,25,362589,10,Prépayé,Non,Oui,52197,Virement bancaire,189,115,0,2296,7.55,2,2,1,3,0,Content de la couverture reseau dans ma zone.,Non
CLI14269,Mamou,Homme,51,1028884,16,Postpayé,Non,Non,70661,Espèces,126,88,0,2156,10.07,16,2,0,2,0,Content de la couverture reseau dans ma zone.,Non
CLI14270,Mamou,Homme,32,581525,9,Prépayé,Non,Non,48754,Orange Money,127,166,1,3318,11.29,14,0,0,0,0,Prix trop élevés par rapport à la concurrence.,Non
CLI14271,Conakry,Homme,37,706008,3,Prépayé,Non,Oui,25075,Orange Money,165,91,0,95,0.37,15,1,1,2,0,Réseau parfois instable mais service client réactif.,Non
CLI14272,Kindia,Homme,33,487192,3,Prépayé,Oui,Non,31844,Espèces,176,106,7,4986,17.25,3,0,0,0,0,Offres interessantes et service fiable.,Non
CLI14273,N'Zérékoré,Femme,38,391732,7,Prépayé,Non,Oui,45942,Orange Money,201,26,0,1236,5.44,3,1,1,4,0,"Utilisation standard, pas de souci majeur.",Non
CLI14274,N'Zérékoré,Femme,26,647749,28,Prépayé,Non,Oui,27913,Orange Money,317,21,0,2746,8.12,11,4,1,5,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI14275,Labé,Femme,26,622946,19,Postpayé,Non,Oui,101041,Espèces,158,150,1,1679,5.43,9,1,0,1,1,Offres interessantes et service fiable.,Oui
CLI14276,Faranah,Homme,37,554437,6,Prépayé,Non,Oui,59424,Espèces,30,66,0,2360,24.58,0,2,2,4,0,Réseau parfois instable mais service client réactif.,Oui
CLI14277,N'Zérékoré,Femme,29,657128,12,Prépayé,Non,Non,36801,Orange Money,131,20,0,2094,13.87,17,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14278,Faranah,Homme,34,547022,18,Prépayé,Non,Non,10108,Virement bancaire,324,38,2,1843,5.06,8,1,2,3,0,"Pas d'autre choix dans ma zone, service moyen.",Oui
CLI14279,Kankan,Femme,27,635894,31,Prépayé,Non,Oui,66617,Orange Money,150,89,1,2532,10.55,2,4,1,5,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14280,Kankan,Homme,23,850186,11,Postpayé,Non,Oui,128511,Espèces,318,40,1,3815,10.63,0,0,1,1,3,Quelques coupures mais globalement satisfait.,Non
CLI14281,Faranah,Homme,40,567822,9,Prépayé,Non,Non,75384,Espèces,263,68,0,3295,9.95,6,7,2,9,0,Content de la couverture reseau dans ma zone.,Non
CLI14282,Conakry,Homme,44,561256,22,Prépayé,Non,Non,37417,Espèces,212,120,0,2914,8.78,37,0,0,0,0,Service correct dans l'ensemble.,Non
CLI14283,N'Zérékoré,Homme,33,416812,6,Prépayé,Non,Non,60486,Orange Money,275,106,1,3072,8.04,2,1,1,2,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14284,Kindia,Homme,33,694696,15,Prépayé,Non,Oui,58873,Orange Money,110,81,1,3665,19.09,14,0,1,1,0,Content de la couverture reseau dans ma zone.,Oui
CLI14285,Conakry,Femme,34,735862,44,Prépayé,Oui,Oui,69359,Espèces,100,104,3,2680,12.95,2,2,0,2,0,"Service client à améliorer, réseau correct.",Non
CLI14286,Labé,Femme,24,550639,18,Prépayé,Non,Non,44835,Orange Money,179,134,1,4207,13.4,21,0,0,0,0,Tres satisfait du reseau et du service.,Non
CLI14287,Mamou,Femme,18,398120,12,Prépayé,Non,Oui,73933,Orange Money,238,88,1,2040,6.24,15,5,1,7,0,Tres satisfait du reseau et du service.,Oui
CLI14288,Mamou,Femme,48,509136,11,Prépayé,Non,Oui,5504,Orange Money,232,48,0,2244,8.01,16,1,0,2,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14289,Kankan,Femme,30,762423,1,Postpayé,Non,Oui,125158,Orange Money,138,37,0,1611,9.21,7,2,2,4,0,Content de la couverture reseau dans ma zone.,Non
CLI14290,N'Zérékoré,Femme,27,994497,24,Postpayé,Non,Oui,97362,Orange Money,248,81,2,3244,9.8,13,2,0,3,1,Quelques coupures mais globalement satisfait.,Non
CLI14291,Mamou,Homme,50,858310,29,Postpayé,Non,Oui,120628,Orange Money,224,164,13,1842,4.59,19,1,1,3,0,"Service client à améliorer, réseau correct.",Non
CLI14292,Labé,Femme,36,642191,24,Postpayé,Non,Oui,64604,Virement bancaire,260,137,2,1566,3.92,6,0,0,0,1,Service correct dans l'ensemble.,Non
CLI14293,Conakry,Femme,24,1446453,12,Postpayé,Oui,Non,115473,Carte bancaire,215,75,4,727,2.47,0,0,1,1,0,Service correct dans l'ensemble.,Non
CLI14294,Conakry,Femme,43,347597,5,Prépayé,Non,Oui,72213,Orange Money,144,104,0,2037,8.21,14,5,2,7,0,"Utilisation standard, pas de souci majeur.",Non
CLI14295,Conakry,Homme,24,551301,1,Prépayé,Non,Oui,47320,Orange Money,173,101,0,1394,5.09,18,1,0,1,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14296,Kankan,Femme,51,464934,4,Prépayé,Non,Oui,70256,Espèces,175,71,0,2091,8.5,2,0,0,0,0,Quelques coupures mais globalement satisfait.,Oui
CLI14297,Conakry,Homme,33,1130707,38,Postpayé,Non,Non,143789,Espèces,216,64,0,4572,16.33,21,0,0,0,1,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14298,Mamou,Homme,21,754527,6,Postpayé,Non,Oui,83622,Orange Money,143,109,0,2933,11.64,2,1,0,1,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14299,Faranah,Femme,29,544811,3,Prépayé,Non,Oui,20557,Espèces,193,30,1,2577,11.5,11,0,1,1,0,Réseau parfois instable mais service client réactif.,Non
CLI14300,Conakry,Homme,25,691781,16,Postpayé,Non,Oui,154744,Orange Money,204,254,3,3170,6.88,13,1,0,1,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI14301,Conakry,Femme,31,419894,11,Prépayé,Non,Non,81576,Orange Money,152,54,1,276,1.33,15,0,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI14302,Kankan,Homme,32,552447,6,Postpayé,Oui,Oui,32530,Orange Money,183,99,2,1349,4.75,16,0,0,0,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14303,Conakry,Homme,32,1328787,9,Postpayé,Non,Oui,72318,Orange Money,121,102,3,3305,14.62,10,0,0,0,0,Prix trop élevés par rapport à la concurrence.,Oui
CLI14304,Conakry,Homme,36,677164,10,Prépayé,Non,Oui,64084,Orange Money,152,39,3,1221,6.29,10,1,0,1,0,Réseau parfois instable mais service client réactif.,Non
CLI14305,Conakry,Femme,36,534566,2,Prépayé,Non,Non,52370,Orange Money,289,162,1,4074,9.01,29,0,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI14306,Kankan,Femme,42,364544,12,Prépayé,Non,Non,44628,Virement bancaire,204,57,2,5245,19.94,5,0,2,2,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14307,Mamou,Homme,47,506743,8,Prépayé,Non,Oui,64479,Espèces,145,114,0,2791,10.78,7,1,1,3,0,Service correct dans l'ensemble.,Non
CLI14308,Boké,Femme,29,693541,2,Prépayé,Non,Non,77862,Orange Money,152,127,1,3216,11.49,3,3,0,3,0,Réseau parfois instable mais service client réactif.,Non
CLI14309,Conakry,Homme,31,661394,11,Prépayé,Non,Oui,43363,Orange Money,235,181,2,3410,8.16,11,1,2,4,0,"Utilisation standard, pas de souci majeur.",Non
CLI14310,Kankan,Homme,33,373126,8,Prépayé,Non,Non,52008,Orange Money,54,57,3,2855,25.04,5,3,0,3,0,Service correct dans l'ensemble.,Non
CLI14311,Labé,Homme,30,841900,19,Prépayé,Non,Oui,42495,Orange Money,231,50,2,5780,20.42,21,1,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI14312,Labé,Femme,40,562638,9,Postpayé,Non,Oui,138218,Espèces,78,174,0,2890,11.47,11,1,0,2,0,Problèmes récurrents de réseau dans mon quartier.,Oui
CLI14313,Labé,Homme,32,678053,8,Prépayé,Non,Oui,40043,Espèces,263,97,0,2959,8.22,6,0,3,4,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI14314,Conakry,Homme,49,649087,71,Prépayé,Non,Oui,29399,Orange Money,301,121,1,3924,9.28,12,1,0,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI14315,Conakry,Homme,33,918102,14,Postpayé,Non,Oui,237303,Espèces,96,70,2,2627,15.64,3,1,0,2,1,Très bon rapport qualité-prix pour les forfaits.,Non
CLI14316,Conakry,Homme,21,990959,37,Prépayé,Oui,Oui,30373,Espèces,318,50,12,3075,8.09,24,0,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI14317,Kankan,Homme,41,524947,31,Prépayé,Non,Oui,32609,Orange Money,182,0,1,4011,21.92,7,0,1,1,0,Service correct dans l'ensemble.,Non
CLI14318,Kindia,Homme,50,445087,5,Prépayé,Non,Non,82170,Orange Money,147,118,2,4059,15.2,11,1,0,1,0,Quelques coupures mais globalement satisfait.,Non
CLI14319,Conakry,Femme,31,851821,6,Postpayé,Oui,Non,162890,Espèces,302,75,25,1877,4.67,6,1,0,1,1,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14320,Conakry,Homme,34,1195015,22,Postpayé,Oui,Oui,109569,Orange Money,229,35,8,2036,7.49,6,1,1,2,1,Quelques coupures mais globalement satisfait.,Non
CLI14321,Kindia,Homme,31,343831,31,Prépayé,Non,Non,77989,Orange Money,89,42,1,4761,36.07,0,1,1,2,0,Content de la couverture reseau dans ma zone.,Non
CLI14322,Boké,Homme,30,312375,1,Prépayé,Non,Oui,53338,Espèces,91,157,2,2365,9.46,19,0,0,0,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI14323,Labé,Femme,18,331148,4,Prépayé,Non,Oui,52302,Orange Money,130,126,4,1558,5.99,20,1,0,1,0,Tres satisfait du reseau et du service.,Non
CLI14324,Kankan,Femme,45,243583,47,Prépayé,Non,Oui,67682,Orange Money,196,119,1,297,0.94,1,1,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI14325,N'Zérékoré,Femme,46,534818,8,Postpayé,Oui,Oui,134220,Virement bancaire,193,196,9,4268,10.72,18,1,0,1,1,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14326,Conakry,Femme,20,738314,27,Prépayé,Non,Oui,56591,Espèces,141,73,0,2541,11.87,18,0,1,1,0,Quelques coupures mais globalement satisfait.,Oui
CLI14327,Conakry,Femme,23,1448093,25,Postpayé,Non,Oui,111391,Espèces,229,77,1,2861,9.32,8,0,0,1,0,Tres satisfait du reseau et du service.,Oui
CLI14328,Kindia,Femme,20,642562,28,Prépayé,Oui,Oui,42804,Orange Money,290,54,9,3529,10.0,7,3,1,4,0,Très bon rapport qualité-prix pour les forfaits.,Oui
CLI14329,Mamou,Homme,39,476753,10,Prépayé,Oui,Oui,45370,Espèces,120,210,20,3354,9.58,12,2,0,3,0,Réseau parfois instable mais service client réactif.,Non
CLI14330,Labé,Homme,35,501196,22,Prépayé,Non,Oui,52066,Orange Money,201,66,2,4556,16.94,20,0,2,2,0,Tres satisfait du reseau et du service.,Non
CLI14331,N'Zérékoré,Femme,27,1117708,11,Postpayé,Non,Non,197926,Orange Money,161,95,8,2376,9.0,16,0,1,1,1,Quelques coupures mais globalement satisfait.,Non
CLI14332,N'Zérékoré,Homme,57,1315517,22,Postpayé,Non,Non,166149,Orange Money,202,72,5,2495,8.94,24,0,0,0,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14333,Conakry,Homme,45,1057066,19,Prépayé,Non,Oui,68101,Orange Money,271,153,0,100,0.24,4,2,0,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI14334,Conakry,Homme,19,484333,55,Prépayé,Non,Non,30670,Orange Money,186,173,0,4328,12.06,9,0,1,1,0,Prix trop élevés par rapport à la concurrence.,Non
CLI14335,Labé,Femme,25,850330,2,Postpayé,Oui,Oui,83297,Espèces,50,194,3,2539,10.28,0,4,0,6,0,Réseau parfois instable mais service client réactif.,Oui
CLI14336,Mamou,Femme,36,565139,26,Prépayé,Non,Oui,52732,Espèces,189,140,1,2741,8.31,8,0,0,1,0,Offres interessantes et service fiable.,Non
CLI14337,Conakry,Homme,46,531010,1,Prépayé,Non,Non,9213,Orange Money,172,74,1,1416,5.73,7,1,0,1,0,"Utilisation standard, pas de souci majeur.",Oui
CLI14338,Kankan,Femme,39,369255,1,Prépayé,Non,Oui,38326,Orange Money,169,32,1,589,2.92,8,2,0,3,0,Réseau parfois instable mais service client réactif.,Oui
CLI14339,Conakry,Homme,35,1263617,7,Postpayé,Non,Non,163065,Orange Money,248,38,0,2349,8.21,7,0,0,0,0,Tres satisfait du reseau et du service.,Non
CLI14340,N'Zérékoré,Homme,19,603807,4,Prépayé,Non,Non,46025,Orange Money,146,81,1,2438,10.69,2,4,1,5,0,Content de la couverture reseau dans ma zone.,Oui
CLI14341,Kindia,Homme,36,1047896,10,Postpayé,Non,Non,171020,Orange Money,164,179,0,4107,11.97,10,0,0,0,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14342,Kindia,Femme,30,996701,14,Postpayé,Oui,Non,108187,Orange Money,175,47,0,2050,9.23,10,1,0,1,0,"Fidèle client depuis plusieurs années, satisfait.",Oui
CLI14343,Boké,Homme,41,732186,12,Prépayé,Non,Oui,21259,Espèces,165,134,0,363,1.21,2,1,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI14344,Faranah,Femme,23,739336,48,Postpayé,Oui,Non,140567,Virement bancaire,166,126,19,4018,12.92,7,3,0,3,0,Offres interessantes et service fiable.,Non
CLI14345,Conakry,Homme,64,417488,15,Prépayé,Non,Oui,19156,Espèces,217,106,8,2438,7.37,22,1,1,2,0,Tres satisfait du reseau et du service.,Non
CLI14346,N'Zérékoré,Homme,21,548160,23,Prépayé,Non,Non,41111,Orange Money,72,99,1,1501,8.73,1,8,2,10,0,Service correct dans l'ensemble.,Non
CLI14347,Kindia,Homme,30,482957,3,Prépayé,Non,Oui,44328,Orange Money,61,128,0,1719,9.1,5,8,0,8,0,Quelques coupures mais globalement satisfait.,Oui
CLI14348,Kankan,Homme,30,848678,7,Postpayé,Non,Non,228040,Orange Money,40,107,0,2667,18.14,2,8,0,8,0,Quelques coupures mais globalement satisfait.,Non
CLI14349,Kankan,Femme,41,637128,27,Prépayé,Oui,Oui,5000,Orange Money,319,73,1,1600,4.07,34,0,0,0,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI14350,Boké,Homme,30,571139,13,Prépayé,Non,Oui,39437,Orange Money,278,5,3,3409,11.92,9,2,0,2,0,Tres satisfait du reseau et du service.,Non
CLI14351,Conakry,Homme,41,1115570,8,Postpayé,Non,Oui,116807,Orange Money,349,85,1,1619,3.72,8,1,0,1,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14352,Mamou,Homme,37,698539,1,Postpayé,Non,Oui,138869,Virement bancaire,124,106,2,2580,11.12,4,1,0,1,1,Réseau parfois instable mais service client réactif.,Oui
CLI14353,Kankan,Homme,27,402719,1,Postpayé,Oui,Non,183989,Orange Money,223,74,5,2789,9.24,52,0,0,0,1,"Utilisation standard, pas de souci majeur.",Oui
CLI14354,N'Zérékoré,Femme,23,519858,57,Prépayé,Non,Non,13332,Orange Money,240,183,0,2329,5.51,9,0,1,1,0,Offres interessantes et service fiable.,Oui
CLI14355,Conakry,Homme,28,529774,22,Prépayé,Non,Oui,5000,Orange Money,252,60,0,1894,6.07,20,2,0,2,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14356,Kankan,Homme,37,677497,1,Postpayé,Oui,Non,168557,Orange Money,92,129,0,1655,7.49,20,1,1,2,1,Tres satisfait du reseau et du service.,Non
CLI14357,N'Zérékoré,Femme,37,441942,1,Postpayé,Oui,Oui,167934,Orange Money,283,122,5,3859,9.41,8,2,0,3,2,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14358,N'Zérékoré,Homme,37,438826,6,Prépayé,Non,Non,45286,Orange Money,359,26,4,3231,8.31,3,0,1,2,0,"Pas d'autre choix dans ma zone, service moyen.",Non
CLI14359,Faranah,Femme,36,586368,90,Prépayé,Non,Non,71128,Orange Money,216,104,0,3850,12.03,5,2,0,3,0,Prix trop élevés par rapport à la concurrence.,Non
CLI14360,N'Zérékoré,Homme,25,594473,16,Prépayé,Non,Non,56160,Virement bancaire,90,84,2,3914,22.24,13,1,0,1,0,"Fidèle client depuis plusieurs années, satisfait.",Oui
CLI14361,Labé,Femme,56,362246,44,Prépayé,Non,Non,37898,Carte bancaire,221,9,3,2971,12.75,1,2,0,2,0,Tres satisfait du reseau et du service.,Oui
CLI14362,Kindia,Homme,40,264033,18,Prépayé,Non,Oui,18021,Espèces,229,139,0,3004,8.16,5,3,0,4,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14363,Labé,Homme,33,814346,11,Postpayé,Oui,Oui,159324,Orange Money,190,118,5,2104,6.72,2,0,0,1,0,"Service client à améliorer, réseau correct.",Non
CLI14364,Conakry,Femme,34,551764,7,Prépayé,Non,Oui,63361,Espèces,112,88,1,2734,13.6,1,2,2,4,0,"Utilisation standard, pas de souci majeur.",Non
CLI14365,Kindia,Femme,28,769666,25,Postpayé,Non,Oui,140158,Espèces,286,118,0,50,0.12,7,4,0,4,0,Service correct dans l'ensemble.,Non
CLI14366,N'Zérékoré,Homme,40,521211,54,Prépayé,Non,Non,32259,Espèces,144,52,3,5547,27.87,11,0,0,0,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI14367,N'Zérékoré,Femme,20,363218,1,Prépayé,Non,Non,30737,Orange Money,143,114,0,4556,17.73,12,1,0,2,0,"Service client à améliorer, réseau correct.",Non
CLI14368,Kindia,Femme,33,1696952,22,Postpayé,Oui,Non,209668,Orange Money,256,185,3,3167,7.13,4,1,0,1,1,Quelques coupures mais globalement satisfait.,Non
CLI14369,Labé,Femme,22,681951,40,Postpayé,Oui,Non,50662,Orange Money,74,41,0,1787,15.54,11,1,0,3,0,"Utilisation standard, pas de souci majeur.",Non
CLI14370,Mamou,Femme,26,715950,70,Prépayé,Non,Oui,63943,Orange Money,95,113,1,2524,12.08,7,0,0,0,0,"Fidèle client depuis plusieurs années, satisfait.",Non
CLI14371,Labé,Femme,53,386637,27,Prépayé,Non,Oui,43121,Orange Money,172,50,5,3890,17.14,6,0,0,0,0,Quelques coupures mais globalement satisfait.,Non
CLI14372,Mamou,Femme,20,598480,1,Prépayé,Non,Non,38909,Orange Money,345,17,2,2652,7.29,2,2,0,3,0,Quelques coupures mais globalement satisfait.,Oui
CLI14373,N'Zérékoré,Femme,25,467060,33,Prépayé,Non,Non,87110,Virement bancaire,235,147,1,2985,7.79,1,0,0,0,0,Offres interessantes et service fiable.,Non
CLI14374,Conakry,Femme,25,655936,9,Prépayé,Non,Non,64053,Espèces,96,80,2,3056,17.17,8,1,0,1,0,Content de la couverture reseau dans ma zone.,Non
CLI14375,N'Zérékoré,Femme,29,255369,11,Postpayé,Oui,Non,101038,Orange Money,185,48,12,2326,9.49,2,1,0,3,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14376,Labé,Femme,50,325635,9,Prépayé,Non,Oui,32658,Espèces,203,63,4,2257,8.36,18,2,0,2,0,Très bon rapport qualité-prix pour les forfaits.,Non
CLI14377,Kankan,Homme,42,570503,18,Prépayé,Non,Oui,33714,Orange Money,113,95,0,2078,9.99,8,0,1,1,0,Problèmes récurrents de réseau dans mon quartier.,Non
CLI14378,Kankan,Homme,41,461082,69,Prépayé,Non,Oui,52408,Orange Money,206,90,0,3417,11.54,8,1,1,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI14379,Kindia,Homme,34,861563,30,Postpayé,Oui,Oui,166279,Orange Money,163,24,14,2253,11.21,10,2,0,2,0,"Utilisation standard, pas de souci majeur.",Oui
CLI14380,Kindia,Femme,28,516602,7,Prépayé,Non,Oui,41904,Orange Money,79,57,3,1577,11.35,7,0,1,1,0,Réseau parfois instable mais service client réactif.,Non
CLI14381,Boké,Homme,26,580402,27,Prépayé,Non,Oui,25340,Espèces,176,90,0,890,3.35,1,4,0,5,0,Très bon rapport qualité-prix pour les forfaits.,Non
